id,name__et,name__it,name,wikipedia__et,image,gender,birth_date,given_name,original_wikiname,wikipedia__commons,name__de,name__pl,name__ru,name__fr,name__en,name__lt,name__da,name__sk,name__sl,name__fi,name__ca,name__cs,name__hr,name__la,name__pt,name__ro,name__sv,name__nl,name__es,name__nb,name__nn,name__hu,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__lt,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__sv,occupation,identifier__freebase,identifier__EuroparlMEP,name__uk,wikipedia__fi,wikipedia__la,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__tr,name__vec,name__vls,name__wa,identifier__VIAF,identifier__LCAuth,name__lv,wikipedia__lv,website,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__PACE,identifier__etis_ee,name__ja,wikipedia__ja,wikipedia__tr,name__bm,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__oc,name__pap,name__prg,name__pt_br,name__rgn,name__sr_el,name__sw,name__vi,name__vmf,name__vo,name__wo,name__zu,wikipedia__ca,wikipedia__es,wikipedia__plwikiquote,wikipedia__ro,identifier__GND,identifier__elonet,identifier__DNF,name__hy,wikipedia__hy,identifier__google_knowledge,name__zh,name__he,name__bg,name__be,name__el,name__fa,name__zh_cn,name__zh_hans,name__ka,name__ko,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__fa,wikipedia__he,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__liwikiquote,wikipedia__no,wikipedia__oc,wikipedia__zh,identifier__Munzinger,identifier__FAST,death_date,wikipedia__pt,wikipedia__etwikiquote,wikipedia__nn,family_name,twitter,wikipedia__id,name__az,wikipedia__az,name__ar,name__ta,name__mk,name__hsb,name__tpi,wikipedia__ar,wikipedia__ast,wikipedia__hsb,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__tpi,wikipedia__vi,identifier__parlement,name__yo,name__sr,name__se,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__sco,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__fo,name__zh_hant,name__zh_hk,name__zh_sg,name__zh_tw,name__be_tarask,wikipedia__be_x_old,wikipedia__ukwikiquote
Q17447338,"Einar Vallbaum","Einar Vallbaum","Einar Vallbaum","Einar Vallbaum",https://upload.wikimedia.org/wikipedia/commons/a/a0/RK_Einar_Vallbaum.jpg,male,,Einar,"Einar Vallbaum",,,,,,"Einar Vallbaum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1789192,"Kristen Michal",,"Kristen Michal","Kristen Michal",https://upload.wikimedia.org/wikipedia/commons/9/94/Kristen_Michal.jpg,male,1975-07-12,Kristen,"Kristen Michal","Category:Kristen Michal","Kristen Michal","Kristen Michal",,"Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal","Kristen Michal",,"Kristen Michal","Kristen Michal","Kristen Michal",,,,"Kristen Michal",,,politician,/m/0n496x4,,,"Kristen Michal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"クリステン・ミカル",,,,,,,,,,,"Kristen Michal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristen Michal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18753049,"Aivar Rosenberg",,"Aivar Rosenberg","Aivar Rosenberg",,male,,,"Aivar Rosenberg",,,,,,"Aivar Rosenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1900847,"Marko Mihkelson",,"Marko Mihkelson","Marko Mihkelson",https://upload.wikimedia.org/wikipedia/commons/4/49/IRL_Marko_Mihkelson.jpg,male,1969-11-30,Marko,"Marko Mihkelson","Category:Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Михкельсон, Марко","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson","Marko Mihkelson",,"Marko Mihkelson","Marko Mihkelson","Marko Mihkelson",,"Marko Mihkelson",,,,,,"Marko Mihkelson","Михкельсон, Марко",,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marko Mihkelson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19725706,"Jaak Madison",,"Jaak Madison","Jaak Madison","https://upload.wikimedia.org/wikipedia/commons/6/6c/Tõrvikurongkäik_2015_-_Jaak_Madison.jpg",male,1991-04-22,,"Jaak Madison","Category:Jaak Madison",,,"Мадисон, Яак","Jaak Madison","Jaak Madison",,,,,,,,,,,,,"Jaak Madison",,,,,,,"Jaak Madison",,,,,,"Мадисон, Яак",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2000385,"Deniss Boroditš",,"Deniss Boroditš","Deniss Boroditš","https://upload.wikimedia.org/wikipedia/commons/c/c0/KE_Deniss_Boroditš.jpg",male,1979-11-01,,"Deniss Boroditš","Category:Deniss Boroditš","Deniss Boroditš","Deniss Boroditš",,"Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš","Deniss Boroditš",Shanhuatempel,,,,,,,,,,,,"Deniss Boroditš",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2012757,"Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","https://upload.wikimedia.org/wikipedia/commons/2/23/Lotman,_Mihhail.IMG_3151.JPG",male,1952-09-02,,"Mihhail Lotman","Category:Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Лотман, Михаил Юрьевич","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman","Mihhail Lotman",,,,"Mihhail Lotman",,"Mihhail Lotman",,,,"Лотман, Михаил Юрьевич",,linguist,/m/027zbtj,,"Міхаїл Лотман",,,"Міхаїл Лотман",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9130609,,,,,,,,,,,,,,,16652521w,076610764,,,20e05398-5de3-454e-aaff-d508ff4703aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"미하일 로트만",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"미하일 로트만",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528288,"Tiina Kangro",,"Tiina Kangro","Tiina Kangro",,female,,,"Tiina Kangro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528341,"Uno Kaskpeit",,"Uno Kaskpeit","Uno Kaskpeit",https://upload.wikimedia.org/wikipedia/commons/b/b3/RK_Uno_Kaskpeit.jpg,male,,,"Uno Kaskpeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528366,"Andres Ammas",,"Andres Ammas","Andres Ammas",https://upload.wikimedia.org/wikipedia/commons/6/67/RK_Andres_Ammas.jpg,male,1962-02-25,Andres,"Andres Ammas","Category:Andres Ammas",,,,"Andres Ammas","Andres Ammas",,,,,,,,,,,,,"Andres Ammas",,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528493,"Erki Savisaar",,"Erki Savisaar","Erki Savisaar",https://upload.wikimedia.org/wikipedia/commons/2/23/RK_Erki_Savisaar.jpg,male,,,"Erki Savisaar","Category:Erki Savisaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528676,"Monika Haukanõmm",,"Monika Haukanõmm","Monika Haukanõmm","https://upload.wikimedia.org/wikipedia/commons/8/8d/RK_Monika_Haukanõmm.jpg",female,,Monika,"Monika Haukanõmm","Category:Monika Haukanõmm",,,,,"Monika Haukanõmm",,,,,,,,,,,,,"Monika Haukanõmm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528880,"Innar Mäesalu",,"Innar Mäesalu","Innar Mäesalu",,male,,,"Innar Mäesalu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2063457,"Eldar Efendijev",,"Eldar Efendijev","Eldar Efendijev",https://upload.wikimedia.org/wikipedia/commons/0/02/KE_Eldar_Efendijev.jpg,male,1954-06-29,Eldar,"Eldar Efendijev","Category:Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Эфендиев, Эльдар","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev","Eldar Efendijev",,"Eldar Efendijev","Eldar Efendijev",,,"Eldar Efendijev",,"Eldar Efendijev",,,,"Eldar Efendijev","Эфендиев, Эльдар",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eldar Əfəndiyev","Eldar Əfəndiyev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2067037,"Peep Aru",,"Peep Aru","Peep Aru",https://upload.wikimedia.org/wikipedia/commons/1/14/RE_Peep_Aru.jpg,male,1953-04-20,Peep,"Peep Aru","Category:Peep Aru","Peep Aru","Peep Aru",,"Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru","Peep Aru",,,,,,"Peep Aru",,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933454,"Arno Sild",,"Arno Sild","Arno Sild",https://upload.wikimedia.org/wikipedia/commons/7/73/RK_Arno_Sild.jpg,male,,,"Arno Sild","Category:Arno Sild",,,,,"Arno Sild",,,,,,,,,,,,,"Arno Sild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933467,"Dmitri Dmitrijev",,"Dmitri Dmitrijev","Dmitri Dmitrijev",https://upload.wikimedia.org/wikipedia/commons/8/85/RK_Dmitri_Dmitrijev.jpg,male,,Dmitri,"Dmitri Dmitrijev","Category:Dmitri Dmitrijev",,,,,"Dmitri Dmitrijev",,,,,,,,,,,,,"Dmitri Dmitrijev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933507,"Jaanus Karilaid",,"Jaanus Karilaid","Jaanus Karilaid",https://upload.wikimedia.org/wikipedia/commons/c/c0/RK_Jaanus_Karilaid.jpg,male,,,"Jaanus Karilaid","Category:Jaanus Karilaid",,,,,"Jaanus Karilaid",,,,,,,,,,,,,"Jaanus Karilaid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933509,"Liina Kersna",,"Liina Kersna","Liina Kersna",https://upload.wikimedia.org/wikipedia/commons/3/37/RK_Liina_Kersna.jpg,female,1980-04-03,,"Liina Kersna","Category:Liina Kersna",,,,"Liina Kersna","Liina Kersna",,,,,,,,,,,,,"Liina Kersna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933524,"Kristjan Kõljalg",,"Kristjan Kõljalg","Kristjan Kõljalg","https://upload.wikimedia.org/wikipedia/commons/9/9b/RK_Kristjan_Kõljalg.jpg",male,,Kristjan,"Kristjan Kõljalg","Category:Kristjan Kõljalg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933540,"Andres Metsoja",,"Andres Metsoja","Andres Metsoja",https://upload.wikimedia.org/wikipedia/commons/e/ec/RK_Andres_Metsoja.jpg,male,,,"Andres Metsoja","Category:Andres Metsoja",,,,,"Andres Metsoja",,,,,,,,,,,,,"Andres Metsoja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933554,"Raivo Põldaru",,"Raivo Põldaru","Raivo Põldaru","https://upload.wikimedia.org/wikipedia/commons/b/b2/RK_Raivo_Põldaru.jpg",male,,,"Raivo Põldaru","Category:Raivo Põldaru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933560,"Martin Repinski",,"Martin Repinski","Martin Repinski",https://upload.wikimedia.org/wikipedia/commons/a/a2/RK_Martin_Repinski.jpg,male,1986-08-06,Martin,"Martin Repinski","Category:Martin Repinski","Martin Repinski","Martin Repinski",,,,,,,,,,,,,,,"Martin Repinski",,,,,,,"Martin Repinski",,,,,,"Martin Repinski",,"Martin Repinski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2097451,"Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser",https://upload.wikimedia.org/wikipedia/commons/4/48/Mikser_sven.jpg,male,1973-11-08,Sven,"Sven Mikser","Category:Sven Mikser","Sven Mikser","Sven Mikser","Миксер, Свен","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser",,"Sven Mikser","Sven Mikser","Sven Mikser","Sven Mikser",,,"Sven Mikser","Миксер, Свен","Sven Mikser",politician,/m/0j_4zbm,,"Свен Міксер","Sven Mikser","Sven Mikser","Свен Міксер",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sven Mikser",,,,,,"Svens Miksers","Svens Miksers",,,,,,,,,,,,,,,,,,,"Sven Mikser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"斯文·米克塞爾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21009735,"Liisa Oviir",,"Liisa Oviir","Liisa Oviir",,female,1977-03-01,Liisa,"Liisa Oviir",,"Liisa Oviir","Liisa Oviir",,"Liisa Oviir","Liisa Oviir",,,,,"Liisa Oviir",,,,,,,,"Liisa Oviir",,,,,,"Liisa Oviir","Liisa Oviir",,,,,"Liisa Oviir",,,politician,,,,"Liisa Oviir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2128576,"Rait Maruste",,"Rait Maruste","Rait Maruste",https://upload.wikimedia.org/wikipedia/commons/f/f3/RE_Rait_Maruste.jpg,male,1953-09-27,,"Rait Maruste","Category:Rait Maruste","Rait Maruste","Rait Maruste",,"Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste","Rait Maruste",,,,,,"Rait Maruste",,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50710147,n86103245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22041600,"Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott",,female,1976-05-02,Anneli,"Anneli Ott",,"Anneli Ott","Anneli Ott",,"Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott",,"Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott",,,,,,,,,,,politician,,,,,,,"Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott","Anneli Ott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q253515,"Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","https://upload.wikimedia.org/wikipedia/commons/e/e9/Jaak_Aaviksoo,_2011.jpg",male,1954-01-11,Jaak,"Jaak Aaviksoo","Category:Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Яак Аавиксоо","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo",,"Jaak Aaviksoo","Jaak Aaviksoo","Jaak Aaviksoo",,,,"Jaak Aaviksoo","Аавиксоо, Яак",,physicist,/m/02qh557,,,"Jaak Aaviksoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225145003298161301958,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaak Aaviksoo","Jaak Aaviksoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"جاك ايفيكسو",,,,,"جاك ايفيكسو",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25519722,"Toomas Jürgenstein",,"Toomas Jürgenstein","Toomas Jürgenstein",,,,,"Toomas Jürgenstein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
