id,name__en,name,wikipedia__en,gender,birth_date,identifier__freebase,identifier__UScongress,identifier__NNDB,image,family_name,given_name,identifier__VIAF,identifier__LCAuth,name__fa,name__fr,name__ar,name__ms,name__yo,name__de,name__it,name__sv,name__nl,name__es,name__nb,name__da,name__nn,name__he,wikipedia__ar,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__ms,wikipedia__sv,wikipedia__yo,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__ru,name__fi,name__cy,name__cs,name__ga,name__zh,name__sh,name__uk,name__el,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__uk,wikipedia__zh,identifier__IMDB,identifier__OLID,website,twitter,identifier__FAST,name__eo,name__ro,name__af,name__la,name__ja,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__et,name__tr,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__de_at,name__eu,name__frp,name__fur,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ace,name__az,name__iu,name__sq,name__tw,name__bn,name__hi,name__hy,name__ko,name__ka,name__new,name__got,name__ml,name__ta,name__te,name__si,name__dsb,name__haw,name__hsb,name__ig,name__jv,name__nov,name__pdc,name__pih,name__tet,name__tl,name__tpi,name__war,name__nan,name__lv,name__wuu,name__sg,name__bcl,name__bm,name__ku,name__yue,name__yi,name__azb,name__bg,name__tt,wikipedia__ace,wikipedia__af,wikipedia__als,wikipedia__azb,wikipedia__az,wikipedia__bcl,wikipedia__bg,wikipedia__bm,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__dsb,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gl,wikipedia__got,wikipedia__haw,wikipedia__hsb,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__iu,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lv,wikipedia__ml,wikipedia__nn,wikipedia__nov,wikipedia__oc,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__ro,wikipedia__sco,wikipedia__sg,wikipedia__sq,wikipedia__sw,wikipedia__tet,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__tw,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__ISNI,identifier__GND,identifier__BNF,identifier__FEC,instagram,facebook,wikipedia__mg,wikipedia__sk,name__lt,name__pag,wikipedia__cswikiquote,wikipedia__lt,wikipedia__itwikiquote,name__sr,wikipedia__sr,identifier__rotten_tomatoes,wikipedia__sl,identifier__SUDOC,name__vmf,identifier__NTA,wikipedia__eu,wikipedia__bar,name__be_tarask,name__be,name__bpy,name__ceb,name__fo,name__fy,name__ilo,name__ksh,name__lmo,name__mk,name__mn,name__mr,name__my,name__th,name__uz,name__vep,name__arz,wikipedia__an,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bpy,wikipedia__ceb,wikipedia__fo,wikipedia__fy,wikipedia__hr,wikipedia__ilo,wikipedia__ka,wikipedia__ksh,wikipedia__liwikiquote,wikipedia__lmo,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__nds,wikipedia__nlwikiquote,wikipedia__ruwikinews,wikipedia__scn,wikipedia__si,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__viwikisource,identifier__NLA,identifier__NKC,identifier__SELIBR,identifier__Britannica,wikipedia__hy,wikipedia__slwikiquote,identifier__NUKAT,identifier__ULAN,electoral_district,identifier__MGP,name__tg_latn,name__sr_ec,name__tg,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__eswikiquote,wikipedia__tg,identifier__Munzinger,name__ps,wikipedia__ps,wikipedia__trwikiquote,name__bs,death_date,name__as,wikipedia__as,name__ckb,wikipedia__bswikiquote,wikipedia__ckb,identifier__NDL,wikipedia__frwikiquote,name__ur,name__dv,wikipedia__dv,wikipedia__frp,wikipedia__hi,wikipedia__kowikiquote,wikipedia__ptwikiquote,wikipedia__simplewikiquote,wikipedia__ur,identifier__CANTIC,name__am,wikipedia__am,name__ht,wikipedia__ht,identifier__AlloCine,identifier__allmovie,wikipedia__lb,identifier__NLAtrove,name__diq,wikipedia__te,identifier__GTAA,linkedin,wikipedia__ast,identifier__IIAF,name__simple,name__kn,name__pa,wikipedia__kn,wikipedia__pa,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__discogs,identifier__N6I,wikipedia__svwikiquote,wikipedia__nowikiquote,name__szl,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__sc,wikipedia__skwikiquote,wikipedia__szl,wikipedia__zhwikiquote,name__no,identifier__NPG,identifier__dmoz,occupation,identifier__opensecrets,identifier__wikitree,identifier__CSPAN,identifier__ballotpedia,identifier__youtube,identifier__politifact,identifier__nyt_topic,wikipedia__tawikiquote,identifier__kinopoisk,wikipedia__azwikiquote,identifier__goodreads,identifier__GNC,identifier__britishmuseum,identifier__nlg,identifier__ne_se,identifier__SFDb,identifier__FJC_bio,wikipedia__hewikiquote,identifier__CiNii,name__ang,name__hak,name__kaa,wikipedia__ang,wikipedia__hak,wikipedia__kaa,identifier__BNE,identifier__google_plus,name__ty,second_surname,identifier__CONOR,wikipedia__ie,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__DNF,name__bo,name__kk,name__pnb,name__sgs,name__qu,wikipedia__bat_smg,wikipedia__bo,wikipedia__dewikiquote,wikipedia__huwikiquote,wikipedia__ia,wikipedia__kk,wikipedia__new,wikipedia__pnb,wikipedia__qu,identifier__BiblioNet,identifier__TED,identifier__nobel_prize,wikipedia__ruwikiquote,name__eml,wikipedia__eml,identifier__google_knowledge,identifier__votesmart
Q1805514,"Richard Crawford White","Richard Crawford White","Richard Crawford White",male,1923-04-29,/m/02qvqql,W000390,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Richard_Crawford_White.jpg,,Richard,171447471,no2011084277,"ریچارد کرافورد وایت","Richard Crawford White",,,,"Richard Crawford White","Richard Crawford White","Richard Crawford White","Richard Crawford White","Richard Crawford White","Richard Crawford White","Richard Crawford White","Richard Crawford White",,,"Richard Crawford White",,,,,,,"Richard C. White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richard Crawford White",,,,,,,"Richard Crawford White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1805986,"Larkin I. Smith","Larkin I. Smith","Larkin I. Smith",male,1944-06-26,/m/07sjqr,S000584,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Larkin_I._Smith.jpg,Smith,,26623419,no90012686,,"Larkin I. Smith",,,,"Larkin I. Smith","Larkin I. Smith","Larkin I. Smith","Larkin I. Smith","Larkin I. Smith","Larkin I. Smith","Larkin I. Smith","Larkin I. Smith",,,"Larkin I. Smith",,,,,,,"Larkin I. Smith",,,,,,,,,,,,,,"拉金·I·史密斯",,,,,,,,,,,,,,,,,,,,,,,,,,,,271378,,,,,,,,,,,,,,,,,,,,,,,,,,"Larkin I. Smith",,,,,,,"Larkin I. Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1806072,"Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins",male,1932-10-25,/m/08h01k,H000776,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Larry_Hopkins.png,,Larry,,,"لری جی. هاپکینز","Larry Hopkins",,,,"Larry Hopkins","Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins","Larry J. Hopkins",,,"Larry Hopkins",,,,,,,"Larry J. Hopkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larry J. Hopkins",,,,,,,"Larry J. Hopkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1806078,"Larry Kissell","Larry Kissell","Larry Kissell",male,1951-01-31,/m/0cgp2r,K000369,621/000180081,https://upload.wikimedia.org/wikipedia/commons/f/fe/Larrykissell.jpg,,Larry,,,,"Larry Kissell",,,,"Larry Kissell","Larry Kissell","Larry Kissell","Larry Kissell","Larry Kissell","Larry Kissell","Larry Kissell","Larry Kissell",,,"Larry Kissell",,,,,"Larry Kissell",,"Larry Kissell",,,,,,,,,,,,,,"拉里·基塞爾",,,,,,,,,,,,,,,,,,,,,,,"拉里·基塞爾",,,,,,"Larry Kissell",,,,,,,,,,,,,,,,,,,,,,,,,"Larry Kissell",,,,,,,"Larry Kissell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larry Kissell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57769
Q1809187,"Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain",male,1913-04-23,/m/04wbvd,F000319,,https://upload.wikimedia.org/wikipedia/commons/c/c4/LawrenceHFountain.jpg,,Lawrence,4364162,n2006070235,,"Lawrence H. Fountain",,,,"Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain","Lawrence H. Fountain",,,"Lawrence H. Fountain",,,,,,,"Lawrence H. Fountain",,,,,,,,,,,"Lawrence H. Fountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654526,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence H. Fountain",,,,,,,"Lawrence H. Fountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1809209,"Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis",male,1938-03-18,/m/078xg3,D000231,,https://upload.wikimedia.org/wikipedia/commons/7/7a/LarryDeNardis2007_02.jpg,,Lawrence,39065807,no2003059591,,"Lawrence J. DeNardis",,,,"Lawrence Joseph DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis","Lawrence J. DeNardis",,,"Lawrence Joseph DeNardis",,,,,,,"Lawrence Joseph DeNardis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence J. DeNardis",,,,,,,"Lawrence J. DeNardis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1819021,"Leonard Lance","Leonard Lance","Leonard Lance",male,1952-06-25,/m/077cs4,L000567,623/000180083,"https://upload.wikimedia.org/wikipedia/commons/9/93/Leonard_Lance,_official_portrait_color.jpg",,Leonard,,,"لئونارد لنس","Leonard Lance",,,,"Leonard Lance","Leonard Lance","Leonard Lance","Leonard Lance","Leonard Lance","Leonard Lance","Leonard Lance","Leonard Lance",,,"Leonard Lance","لئونارد لنس","Leonard Lance","Leonard Lance",,"Leonard Lance",,"Leonard Lance",,,,,,,,,,,,,,"萊昂納德·蘭斯",,,,,,,,,,,,,,,,,,,,,,,"萊昂納德·蘭斯",,,http://lance.house.gov,RepLanceNJ7,,,,,,"レオナルド・ランス",,,,,,,,,,,,,,,,,,,,,"Leonard Lance",,,,,,,"Leonard Lance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H6NJ12136,,CongressmanLance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00000898,,leonardlance,,UCASO5iqjLfU4jo8xKKZIq8g,leonard-lance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443
Q1820456,"Les Aspin","Les Aspin","Les Aspin",male,1938-07-21,/m/0dg0v6,A000224,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Secretary_of_Defense_Les_Aspin.jpg,,Les,20744850,n80123413,,"Les Aspin",,,,"Les Aspin","Les Aspin","Les Aspin","Les Aspin","Les Aspin","Les Aspin","Les Aspin","Les Aspin",,,"Les Aspin",,"Les Aspin",,,"Les Aspin",,"Les Aspin",,,,,,,"Les Aspin","Les Aspin","Эспин, Лес",,,,,,,"Лес Еспін",,,,,,,,,"Les Aspin",,,,"Les Aspin","Les Aspin","Les Aspin","Les Aspin","Эспин, Лес",,,"Лес Еспін",,,,,,61256,,,,,"レス・アスピン",,,,,,,,,,,,,,,,,,,,,"Les Aspin",,,,,,,"Les Aspin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 8205 2576",128794518,,,,,,,,,,,,,,,,08429471X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206923,,,,,,,,,,,,00000020539,,,,,1995-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182087,"William R. Cotter","William R. Cotter","William R. Cotter (politician)",male,1926-07-18,/m/02pnrgc,C000799,975/000171462,https://upload.wikimedia.org/wikipedia/commons/a/a7/WilliamCotter.jpg,,William,75195020,n82060607,,"William R. Cotter",,,,"William R. Cotter","William R. Cotter","William R. Cotter","William R. Cotter","William R. Cotter","William R. Cotter","William R. Cotter","William R. Cotter",,,"William R. Cotter",,,,,,,"William R. Cotter (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91614,,,,,,,,,,,,,,,,,,,,,,,,,,"William R. Cotter",,,,,,,"William R. Cotter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18211057,"Elise Stefanik","Elise Stefanik","Elise Stefanik",female,1984-07-02,/m/0110fjsf,S001196,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Elise_Stefanik_official_congressional_photo.jpg,,Elise,,,"الیزی استفنیک","Elise Stefanik","إليز ستيفانيك",,,"Elise Stefanik","Elise Stefanik",,"Elise Stefanik","Elise Stefanik",,,,"אליס סטפניק","إليز ستيفانيك","Elise Stefanik","الیزی استفنیک","Elise Stefanik","Elise Stefanik",,,,"Elise Stefanik",,,,,,,,"Elise Stefanik",,,,,,,,"Еліс Стефанік",,,,,,,,,,,,"אליס סטפניק",,,"Elise Stefanik",,,,,"Еліс Стефанік",,,,https://stefanik.house.gov/,elisestefanik,,,,,,"イリース・ステファニク",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elise Stefanik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4NY21079,,RepEliseStefanik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00035523,,elisestefanik,,,elise-stefanik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152539
Q1822094,"Lewis F. Payne, Jr.","Lewis F. Payne, Jr.","Lewis F. Payne Jr.",male,1945-07-09,/m/0gmzw0,P000152,666/000141243,https://upload.wikimedia.org/wikipedia/commons/e/ef/LewisPayneJr.jpg,,Lewis,,,,"Lewis F. Payne, Jr.",,,,"Lewis F. Payne","Lewis F. Payne, Jr.",,"Lewis F. Payne, Jr.","Lewis F. Payne, Jr.",,,,,,"Lewis F. Payne",,,,,,,"Lewis F. Payne, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis F. Payne, Jr.",,,,,,,"Lewis F. Payne, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1822266,"Trey Gowdy","Trey Gowdy","Trey Gowdy",male,1964-08-22,/m/0c3x3rz,G000566,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Trey_Gowdy.jpg,,Trey,,,"تری گاودی","Trey Gowdy",,,,"Trey Gowdy","Trey Gowdy","Trey Gowdy","Trey Gowdy","Trey Gowdy","Trey Gowdy","Trey Gowdy","Trey Gowdy","טריי גאודי",,"Trey Gowdy","تری گاودی","Trey Gowdy","Trey Gowdy",,"Trey Gowdy",,"Trey Gowdy",,,,,,,,"Trey Gowdy",,,,,,"特雷·高迪",,"Трей Гауді",,,,,,,,"Author:Harold Watson Gowdy III",,,,"טריי גאודי",,,"Trey Gowdy",,,,"Trey Gowdy","Трей Гауді","特雷·高迪",,,https://gowdy.house.gov,TGowdySC,,,,,,"トレイ・ゴウディ",,,,,,,,,,,,,,,,,,,,,"Trey Gowdy",,,,,,,"Trey Gowdy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H0SC04257,,143059759084016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00030880,,,Trey_Gowdy,UCVvxvugtuNZSygB4z4aVfsg,trey-gowdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121782
Q182551,"Dave Camp","Dave Camp","Dave Camp",male,1953-07-09,/m/03l8yr,C000071,088/000035980,https://upload.wikimedia.org/wikipedia/commons/b/be/Dave_Camp_113th_Congress.jpg,,David,,,"دیو کمپ","Dave Camp",,,,"David Lee Camp","Dave Camp","David Lee Camp","Dave Camp","Dave Camp","Dave Camp","Dave Camp","Dave Camp","דייב קמפ",,"David Lee Camp","دیو کمپ",,"Dave Camp",,"Dave Camp",,"David Lee Camp",,,,,,,,"Dave Camp",,,,,,"戴夫·坎普",,,,,,,,,,,,,,,,,"Dave Camp",,,,,,"戴夫·坎普",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dave Camp",,,,,,,"Dave Camp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,davidcamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26911
