id,name__en,name__es,name__de,name__nl,name__fr,name__hu,name,wikipedia__en,image,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ru,identifier__NLAtrove,identifier__AuDB,family_name,twitter,identifier__google_knowledge,name__it,name__ja,wikipedia__fr,identifier__VIAF,identifier__NLA,name__nb,name__da,name__nn,name__sv,identifier__ISNI,name__cy,wikipedia__it,identifier__snac,wikipedia__ru,wikipedia__de,identifier__freebase,name__zh,wikipedia__zh,website,name__pl,wikipedia__pl,identifier__LCAuth,identifier__FAST,name__fi,name__sh,wikipedia__commons,wikipedia__fi,wikipedia__sh,identifier__quora,name__zh_hant,name__bs,name__hr,name__zh_cn,wikipedia__bs,wikipedia__hr,name__pt,wikipedia__pt,name__he,identifier__SUDOC,name__uk,wikipedia__uk,name__pa,wikipedia__pa,name__sk,wikipedia__skwikiquote,wikipedia__enwikisource,name__el,name__mg,wikipedia__mg,wikipedia__enwikiquote,identifier__IMDB,name__fa,wikipedia__simple,wikipedia__sv,identifier__BNF,name__vep,name__ar,wikipedia__ar,wikipedia__vep,name__ca,name__oc,wikipedia__es,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__si,wikipedia__si,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__hansard,identifier__OLID,identifier__NTA,identifier__NPG,name__la,wikipedia__fawikiquote,wikipedia__ja,wikipedia__la,wikipedia__plwikiquote,wikipedia__tr,identifier__MusicBrainz,wikipedia__fa,identifier__wikitree,wikipedia__cs,facebook,identifier__youtube,wikipedia__cswikiquote,wikipedia__he,wikipedia__nl,identifier__GND,identifier__Munzinger,identifier__CSPAN,name__sl,wikipedia__sl,wikipedia__vi,identifier__IIAF,identifier__Britannica,name__th,wikipedia__th,name__lmo,identifier__Gutenberg,wikipedia__hu,noble_title,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,identifier__NNDB,name__wuu,wikipedia__wuu,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__ULAN
Q16031651,"John Adamson",,"John Adamson","John Adamson","John Adamson",,"John Adamson","John Adamson (Queensland politician)",https://upload.wikimedia.org/wikipedia/commons/1/10/John_Adamson.jpg,male,politician,1857-02-18,1922-05-02,John,,,1465601,adamson-john-4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Category:John Adamson (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16043809,"Henry Saunders",,"Henry Saunders","Henry Saunders","Henry Saunders",,"Henry Saunders","Henry Saunders (politician)",https://upload.wikimedia.org/wikipedia/commons/5/52/Henry_John_Saunders.jpg,male,politician,1855-02-16,1919-10-13,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16058758,"James Styles",,"James Styles","James Styles","James Styles",,"James Styles","James Styles",https://upload.wikimedia.org/wikipedia/commons/8/8c/James_Styles.jpg,male,engineer,1841-07-03,1913-02-04,James,,,1465614,styles-james-8710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16090810,"Patricia Giles",,"Patricia Giles","Patricia Giles","Patricia Giles",,"Patricia Giles","Patricia Giles",,female,politician,1928-11-16,,Patricia,"Patricia Giles",,,,,,,"Patricia Giles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16091146,"Bryant Burns",,"Bryant Burns","Bryant Burns","Bryant Burns",,"Bryant Burns","Bryant Burns",,male,politician,1929-03-24,,Bryant,"Bryant Burns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16106114,"Kathy Sullivan",,"Kathy Sullivan","Kathy Sullivan","Kathy Sullivan",,"Kathy Sullivan","Kathy Sullivan (Australian politician)",,female,politician,1942-03-08,,Kathy,,,,,,,,,,,294925194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16107277,"John Devereux",,,"John Devereux","John Devereux",,"John Devereux","John Devereux (politician)",,male,politician,1946-02-08,,John,"John Devereux (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16148043,"Sue Boyce",,"Sue Boyce","Sue Boyce","Sue Boyce",,"Sue Boyce","Sue Boyce",,female,politician,1951-03-15,,Sue,"Sue Boyce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16149378,"David Leyonhjelm",,"David Leyonhjelm","David Leyonhjelm","David Leyonhjelm",,"David Leyonhjelm","David Leyonhjelm","https://upload.wikimedia.org/wikipedia/commons/c/c3/David_Leyonhjelm,_2014_(cropped).png",male,veterinarian,1952-04-01,,David,"David Leyonhjelm",,,,,,,,,,,,,,,,,,,,,,,"大衛·利昂傑姆","大衛·利昂傑姆",,,,,,,,,,,David-Leyonhjelm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16152123,"Andrew Bartlett",,"Andrew Bartlett","Andrew Bartlett","Andrew Bartlett",,"Andrew Bartlett","Andrew Bartlett",https://upload.wikimedia.org/wikipedia/commons/8/86/Andrew_Bartlett.jpg,male,"social worker",1964-08-04,,Andrew,"Andrew Bartlett",,,,Bartlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16185446,"Sue Lines",,"Sue Lines","Sue Lines","Sue Lines",,"Sue Lines","Sue Lines",,female,politician,1953-12-15,,Sue,"Sue Lines",,,,,,,"Sue Lines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16186348,"Sandy Macdonald",,"Sandy Macdonald",,"Sandy Macdonald",,"Sandy Macdonald","Sandy Macdonald",,male,,1954-05-10,,Sandy,"Sandy Macdonald",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16187030,"Trish Crossin",,"Trish Crossin","Trish Crossin","Trish Crossin",,"Trish Crossin","Trish Crossin",,female,politician,1956-03-21,,Trish,"Trish Crossin",,,,,,,"Trish Crossin",,,92406054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16187118,"Steve Hutchins",,,"Steve Hutchins","Steve Hutchins",,"Steve Hutchins","Steve Hutchins",,male,politician,1956-04-22,,Steve,"Steve Hutchins",,,,,,,"Steve Hutchins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16189433,"Barry O'Sullivan",,"Barry O'Sullivan","Barry O'Sullivan","Barry O'Sullivan",,"Barry O'Sullivan","Barry O'Sullivan (politician)",,male,politician,1957-03-24,,Barry,"Barry O'Sullivan (politician)",,,,,,,,,,,,,,,,,,,,,,,"巴里·奧蘇利文","巴里·奧蘇利文",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16189453,"Helen Polley",,"Helen Polley","Helen Polley","Helen Polley",,"Helen Polley","Helen Polley",https://upload.wikimedia.org/wikipedia/commons/f/fd/SeN_Helen_Polley.jpg,female,politician,1957-02-09,,Helen,"Helen Polley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191011,"Marise Payne",,"Marise Payne","Marise Payne","Marise Payne",,"Marise Payne","Marise Payne",https://upload.wikimedia.org/wikipedia/commons/5/53/Marise_Payne_October_2015.jpg,female,politician,1964-07-29,,,"Marise Payne",,,,,,,,"マライズ・ペイン",,94994359,,,,,,,,,,,"Marise Payne",,,,,"Marise Payne","Marise Payne",,,,,"Category:Marise Payne",,,,,,,,,,,,"מאריס פיין",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"머리스 페인",,,"머리스 페인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marise Payne",,,,,,,,,,,,,,,,,,,,,,,,"מאריס פיין",,,,,,,"Marise Payne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191279,"Lisa Singh",,"Lisa Singh","Lisa Singh","Lisa Singh",,"Lisa Singh","Lisa Singh",,female,politician,1972-02-20,,Lisa,"Lisa Singh",,,,,,,"Lisa Singh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193580,"Steve Fielding",,,"Steve Fielding","Steve Fielding",,"Steve Fielding","Steve Fielding",,male,,1960-10-17,,Steve,"Steve Fielding",,,,,,,"Steve Fielding","スティーヴ・フィールディング",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193816,"Janet Rice",,"Janet Rice",,"Janet Rice",,"Janet Rice","Janet Rice",https://upload.wikimedia.org/wikipedia/commons/f/f7/Janet_Rice.jpg,female,,1960-11-18,,Janet,"Janet Rice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16202391,"Matthew Canavan",,"Matthew Canavan","Matthew Canavan","Matthew Canavan",,"Matthew Canavan","Matthew Canavan",,male,politician,1980-12-17,,Matthew,"Matthew Canavan",,,,,,,,,,,,,,,,,,,,,,,"馬修·卡納萬","馬修·卡納萬",http://www.mattcanavan.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16206062,"Sam Dastyari",,"Sam Dastyari","Sam Dastyari","Sam Dastyari",,"Sam Dastyari","Sam Dastyari",https://upload.wikimedia.org/wikipedia/commons/2/20/Senator_Sam_Dastyari_March_2014.jpg,male,politician,1983-07-28,,Sam,"Sam Dastyari",,,,,samdastyari,,,,,,,,,,,,,,,,,/m/0wbmmf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"سام دستیاری",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"سام دستیاری",,,senator.sam.dastyari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16213376,"David Feeney",,"David Feeney","David Feeney","David Feeney",,"David Feeney","David Feeney",,male,politician,1970-03-05,,David,"David Feeney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215128,"Mehmet Tillem",,"Mehmet Tillem","Mehmet Tillem","Mehmet Tillem",,"Mehmet Tillem","Mehmet Tillem",,male,politician,1974-09-10,,Mehmet,"Mehmet Tillem",,1537812,,,,,"Mehmet Tillem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16239978,"Zhenya Wang",,"Zhenya Wang","Zhenya Wang","Zhenya Wang",,"Zhenya Wang","Zhenya Wang",,male,"civil engineer",1981-01-20,,,"Zhenya Wang",,,,,SenatorDioWang,,,,,,,,,,,,,,,,,/m/0y4xptg,"王振亞","王振亞",,,,,,,,,,,,"王振亚",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1639334,"Kim Carr","Kim Carr","Kim Carr","Kim Carr","Kim Carr","Kim Carr","Kim Carr","Kim Carr",https://upload.wikimedia.org/wikipedia/commons/c/cd/080040_-_015_Sen_Kim_Carr_24_Jan_08.jpg,male,politician,1955-07-02,,Kim,"Kim Carr",,,,,,,,,,,,,,,,,,,,,"Kim Carr",/m/03xnrb,"金·卡爾","金·卡爾",,"Kim Carr","Kim Carr",,,,,,,,Kim-Carr-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q166157,"Brian Greig","Brian Greig","Brian Greig","Brian Greig","Brian Greig","Brian Greig","Brian Greig","Brian Greig",,male,politician,1966-02-22,,Brian,"Brian Greig","Грейг, Брайан Эндрю",,,,,,,,,,,"Brian Greig","Brian Greig","Brian Greig","Brian Greig",,,,,"Грейг, Брайан Эндрю","Brian Greig",/m/03v5ql,,,,,,,,,,,,,,,,,,,,,,,,"Брайан Ґрейґ","Брайан Ґрейґ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16727734,"Joe Bullock",,"Joe Bullock","Joe Bullock","Joe Bullock",,"Joe Bullock","Joe Bullock",,male,politician,1955-04-13,,Joe,"Joe Bullock",,1537778,,,,,,,,,,,,,,,,,,,,,"喬·布羅克","喬·布羅克",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16731201,"Jacqui Lambie",,"Jacqui Lambie","Jacqui Lambie","Jacqui Lambie",,"Jacqui Lambie","Jacqui Lambie",https://upload.wikimedia.org/wikipedia/commons/3/31/Memorial-unveilings-Burnie-20150331-001-crop.jpg,female,politician,1971-02-26,,Jacqui,"Jacqui Lambie",,,,,,,,,,315535241,,,,,,,,,,,,/m/0xpwrsl,,,http://senatorlambie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732210,"Jenny McAllister",,"Jenny McAllister","Jenny McAllister","Jenny McAllister",,"Jenny McAllister","Jenny McAllister",,female,politician,1973-07-04,,Jenny,"Jenny McAllister",,,,,jennymcallister,,,,,,,,,,,,,,,,,/m/0h54nzc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jennymcallisteralp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732314,"James McGrath",,"James McGrath","James McGrath","James McGrath",,"James McGrath","James McGrath (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/0/01/Malcolm_Turnbull_at_the_Pentagon_2016_cropped.jpg,male,politician,1974-05-14,,James,"James McGrath (Australian politician)",,,,,,,,,,,,,,,,,,,,,,,"詹姆士·麥克格拉斯","詹姆士·麥克格拉斯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732967,"Ricky Muir",,,,"Ricky Muir",,"Ricky Muir","Ricky Muir",,male,,1980,,Ricky,"Ricky Muir",,,,,,,,,,,,,,,,,,,,,,,"里奇·繆爾","里奇·繆爾",,,,,,,,,,,Ricky-Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735152,"Linda Reynolds",,"Linda Reynolds","Linda Reynolds","Linda Reynolds",,"Linda Reynolds","Linda Reynolds",,female,politician,1965-05-16,,Linda,"Linda Reynolds",,,,,,,,,,,,,,,,,,,,,,/m/0y4n862,,,http://www.lindareynolds.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1677030,"Jack Evans","Jack Evans","Jack Evans","Jack Evans","Jack Evans","Jack Evans","Jack Evans","Jack Evans (Australian politician)",,male,politician,1928-11-28,2009-10-02,Jack,,"Джек Эванс",,,,,,,,,,,,,,,,"Jack Evans",,,,"Jack Evans",/m/04zw_6y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1699474,"John Button","John Button","John Button","John Button","John Button","John Button","John Button","John Button",,male,politician,1933-06-30,2008-04-08,John,"John Button",,570002,,,,,,,,59895189,,,,,,"0000 0000 6319 4683","John Button",,w6bg3143,,"John Button",/m/05bmjb,,,,,,n94039090,338550,"John Button",,,"John Button",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119485079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1708668,"Josiah Thomas","Josiah Thomas","Josiah Thomas","Josiah Thomas","Josiah Thomas","Josiah Thomas","Josiah Thomas","Josiah Thomas",https://upload.wikimedia.org/wikipedia/commons/4/48/Josiah_Thomas.jpg,male,politician,1863-04-28,1933-02-05,Josiah,,,1465698,thomas-josiah-8779,,,,,"ヨシヤ・トマス",,,,,,,,,,,,,"Josiah Thomas",/m/03c806b,,,,"Josiah Thomas","Josiah Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17285485,"Chris Ketter",,"Chris Ketter","Chris Ketter","Chris Ketter",,"Chris Ketter","Chris Ketter",,male,politician,1961-02-12,,Chris,"Chris Ketter",,,,,,,,,,,,,,,,,,,,,,,"克里斯·科特","克里斯·科特",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1737400,"Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson",https://upload.wikimedia.org/wikipedia/commons/f/fd/Kay_Patterson.JPG,female,politician,1944-11-21,,Kay,"Kay Patterson",,,,,,,,,,305308153,,"Kay Patterson","Kay Patterson","Kay Patterson","Kay Patterson",,,,,,"Kay Patterson",/m/03sjfq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1813692,"Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann",https://upload.wikimedia.org/wikipedia/commons/3/30/MathiasCormann.jpg,male,politician,1970-09-20,,Mathias,"Mathias Cormann",,,,,,,,,"Mathias Cormann",,,"Mathias Cormann","Mathias Cormann","Mathias Cormann","Mathias Cormann",,,,,,,/m/02q_wlk,"馬提亞斯·科爾曼","馬提亞斯·科爾曼",,"Mathias Cormann","Mathias Cormann",,,,,,,,,,,,,,,,,,,,,,,,,"Author:Mathias Cormann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathias Cormann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
