id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q16633235,"Peter Lundgren","Peter Lundgren","Peter Lundgren",,"Peter Lundgren","Peter Lundgren",,,,"Peter Lundgren",,"Peter Lundgren","Peter Lundgren (politician)",,"Peter Lundgren (politiker)",male,politician,,,1963-02-02,,Lundgren,Peter,0911280492610,"Peter Lundgren (politiker)",,,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Peter_Lundgren_(politiker).jpg,,,"Peter Lundgren",,"Peter Lundgren (Politiker)",,,,"Peter Lundgren (polityk)",,,"Category:Peter Lundgren (politiker)",,,,,"Peter Lundgren (homme politique)",,,,,124996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16633319,"Edip Noyan","Edip Noyan","Edip Noyan",,"Edip Noyan",,,,,"Edip Noyan",,"Edip Noyan",,,"Edip Noyan",male,politician,,,1956-01-01,,,Edip,0178667655211,"Edip Noyan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16633339,"Mattias Ottosson","Mattias Ottosson","Mattias Ottosson",,"Mattias Ottosson",,,,,"Mattias Ottosson",,"Mattias Ottosson",,,"Mattias Ottosson",male,politician,,,1971-06-18,,Ottosson,Mattias,0860364634014,"Mattias Ottosson","Mattias Ottosson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1663473,"Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson","Ingvar Svensson",,"Ingvar Svensson",male,politician,,,1944-04-30,/m/02q0csc,Svensson,Ingvar,0575413157004,"Ingvar Svensson",,,,,,,,,"Ingvar Svensson",,"Ingvar Svensson (Politiker)",,,,"Ingvar Svensson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1681577,"Jan Andersson","Jan Andersson","Jan Andersson","Jan Andersson","Jan Andersson","Jan Andersson",,"Jan Andersson",,"Jan Andersson","Jan Andersson","Jan Andersson","Jan Andersson (politician)","Jan Andersson","Jan Andersson (socialdemokrat)",male,politician,,,1947-03-17,/m/054tk4,Andersson,Jan,0310304705606,"Jan Andersson (socialdemokrat)",,,,,,,,,"Jan Andersson",,"Jan Andersson (Politiker)",,,,"Jan Andersson (polityk)",,,,,,,"Jan Andersson",,,,,,2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan Andersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan Andersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1681740,"Jan Ericson","Jan Ericson","Jan Ericson","Jan Ericson","Jan Ericson","Jan Ericson",,,,"Jan Ericson","Jan Ericson","Jan Ericson","Jan Ericson",,"Jan Ericson",male,politician,,,1961,/m/02vxs87,Ericson,Jan,0940980416614,"Jan Ericson",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Jan_Ericson.jpg,,,,,"Jan Ericson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17265833,"Robert Hannah","Robert Hannah","Robert Hannah",,"Robert Hannah",,,,,"Robert Hannah",,"Robert Hannah",,,"Robert Hannah",male,politician,,,1985-08-07,,Hannah,Robert,0223069839622,"Robert Hannah","Robert Hannah",,,,,"https://upload.wikimedia.org/wikipedia/commons/d/d1/Robert_Hannah,_Fotograf_Fredrik_Svensson.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Роберт Ханна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1780398,"Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson","Ulf Kristersson",male,politician,"0000 0000 5149 6860",43398940,1963-12-29,/m/091097,,Ulf,0222691314314,"Ulf Kristersson",,,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/Kristersson_2010.jpg,,,"Ulf Kristersson","Ulf Kristersson","Ulf Kristersson",,,"Ulf Kristersson","Ulf Kristersson",,,"Category:Ulf Kristersson",,,,,,,,"Ulf Kristersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211336,,,,,n88181691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1780585,"Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik","Gun Hellsvik",,"Gun Hellsvik",female,politician,,,1942-09-27,/m/0dyn5p,,Gun,0937012299307,"Gun Hellsvik","Gun Hellsvik",,2016-11-14,,,,,,,,"Gun Hellsvik",,,"Gun Hellsvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gun Hellsvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gun Hellsvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18169826,"Sotiris Delis","Sotiris Delis","Sotiris Delis",,"Sotiris Delis",,,,,"Sotiris Delis",,"Sotiris Delis","Sotiris Delis",,"Sotiris Delis",male,politician,,,1955-02-07,,,Sotiris,0447797778718,"Sotiris Delis","Sotiris Delis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202336,"Yasmine Larsson","Yasmine Larsson","Yasmine Larsson",,"Yasmine Larsson",,,,,"Yasmine Larsson",,"Yasmine Larsson",,,"Yasmine Larsson",female,politician,,,1988-03-17,,Larsson,Yasmine,0996640018922,"Yasmine Larsson",,,,,,https://upload.wikimedia.org/wikipedia/commons/8/86/Yasmine_Larsson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202338,"Paula Holmqvist","Paula Holmqvist","Paula Holmqvist",,"Paula Holmqvist",,,,,"Paula Holmqvist",,"Paula Holmqvist",,,"Paula Holmqvist",female,politician,,,1964-02-04,,,Paula,0974061238314,"Paula Holmqvist","Paula Holmqvist",,,,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Paula_Holmqvist_(S).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202339,"Teresa Carvalho","Teresa Carvalho","Teresa Carvalho",,"Teresa Carvalho","Teresa Carvalho","Teresa Carvalho","Teresa Carvalho","Teresa Carvalho","Teresa Carvalho",,"Teresa Carvalho",,,"Teresa Carvalho",female,politician,,,1984-08-22,,,Teresa,0315499690028,"Teresa Carvalho","Teresa Carvalho",,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Teresa_Carvalho.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202340,"Monica Haider","Monica Haider","Monica Haider",,"Monica Haider",,,,,"Monica Haider",,"Monica Haider",,,"Monica Haider",female,politician,,,1963-08-03,,,Monica,0760500234712,"Monica Haider","Monica Haider",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202361,"Sofia Fölster","Sofia Fölster","Sofia Fölster",,"Sofia Fölster","Sofia Fölster","Sofia Fölster","Sofia Fölster","Sofia Fölster","Sofia Fölster",,"Sofia Fölster",,,"Sofia Fölster",female,politician,,,1991-12-17,,,Sofia,0914002106327,"Sofia Fölster",,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/6f/Sofia_Fölster.jpg","Sofia Fölster","Sofia Fölster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202362,"Maria Malmer Stenergard","Maria Malmer Stenergard","Maria Malmer Stenergard",,"Maria Malmer Stenergard",,,,,"Maria Malmer Stenergard",,"Maria Malmer Stenergard",,,"Maria Malmer Stenergard",female,politician,,,1981-03-23,,,Maria,0572788110724,"Maria Malmer Stenergard","Maria Malmer Stenergard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202365,"Ida Drougge","Ida Drougge","Ida Drougge",,"Ida Drougge","Ida Drougge","Ida Drougge","Ida Drougge","Ida Drougge","Ida Drougge",,"Ida Drougge",,,"Ida Drougge",female,politician,,,1990-08-15,,,Ida,0604811710522,"Ida Drougge","Ida Drougge",,,,,,"Ida Drougge","Ida Drougge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202390,"Maria Strömkvist","Maria Strömkvist","Maria Strömkvist",,"Maria Strömkvist",,,,,"Maria Strömkvist",,"Maria Strömkvist",,,"Maria Strömkvist",female,politician,,,1964-05-25,,,Maria,0136801772915,"Maria Strömkvist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202393,"Maria Andersson Willner","Maria Andersson Willner","Maria Andersson Willner",,"Maria Andersson Willner","Maria Andersson Willner","Maria Andersson Willner","Maria Andersson Willner","Maria Andersson Willner","Maria Andersson Willner",,"Maria Andersson Willner",,,"Maria Andersson Willner",female,politician,,,1978-06-09,,,Maria,0173946230722,"Maria Andersson Willner",,,,,,,"Maria Andersson Willner","Maria Andersson Willner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202405,"Lena Emilsson","Lena Emilsson","Lena Emilsson",,"Lena Emilsson",,,,,"Lena Emilsson",,"Lena Emilsson",,,"Lena Emilsson",female,politician,,,1957-05-26,,,Lena,0655028250417,"Lena Emilsson","Lena Emilsson",,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Lena.emilsson.riksmotet2016.16d759.1810520.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202407,"Emilia Töyrä","Emilia Töyrä","Emilia Töyrä",,"Emilia Töyrä","Emilia Töyrä",,,,"Emilia Töyrä",,"Emilia Töyrä",,,"Emilia Töyrä",female,politician,,,1985-06-10,,,Emilia,0604459858621,"Emilia Töyrä",,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a9/Emilia_Töyrä.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202412,"Johanna Haraldsson","Johanna Haraldsson","Johanna Haraldsson",,"Johanna Haraldsson","Johanna Haraldsson","Johanna Haraldsson","Johanna Haraldsson","Johanna Haraldsson","Johanna Haraldsson",,"Johanna Haraldsson",,,"Johanna Haraldsson",female,politician,,,1980-07-08,,,Johanna,0652497579621,"Johanna Haraldsson",,,,,,,"Johanna Haraldsson","Johanna Haraldsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202413,"Anna-Caren Sätherberg","Anna-Caren Sätherberg","Anna-Caren Sätherberg",,"Anna-Caren Sätherberg","Anna-Caren Sätherberg","Anna-Caren Sätherberg","Anna-Caren Sätherberg","Anna-Caren Sätherberg","Anna-Caren Sätherberg",,"Anna-Caren Sätherberg",,,"Anna-Caren Sätherberg",female,politician,,,1964-10-05,,,Anna,0407081382317,"Anna-Caren Sätherberg",,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/c5/Anna-Caren_Sätherberg.jpg","Anna-Caren Sätherberg","Anna-Caren Sätherberg",,,,,,,,,,"Category:Anna-Caren Sätherberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202414,"Anna Wallentheim","Anna Wallentheim","Anna Wallentheim",,"Anna Wallentheim","Anna Wallentheim","Anna Wallentheim","Anna Wallentheim","Anna Wallentheim","Anna Wallentheim",,"Anna Wallentheim",,,"Anna Wallentheim",female,politician,,,1985-01-16,,,Anna,0111479807829,"Anna Wallentheim",,,,,,"https://upload.wikimedia.org/wikipedia/commons/4/49/Anna_Wallentheim,_2016-04-08a_(cropped).jpg","Anna Wallentheim","Anna Wallentheim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18202415,"Alexandra Völker","Alexandra Völker","Alexandra Völker",,"Alexandra Völker","Alexandra Völker","Alexandra Völker","Alexandra Völker","Alexandra Völker","Alexandra Völker",,"Alexandra Völker",,,"Alexandra Völker",female,politician,,,1989-04-29,,,Alexandra,0496341906327,"Alexandra Völker",,,,,,,"Alexandra Völker","Alexandra Völker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18237073,"Said Abdu","Said Abdu","Said Abdu",,"Said Abdu","Said Abdu","Said Abdu","Said Abdu","Said Abdu","Said Abdu",,"Said Abdu",,,"Said Abdu",male,politician,,,1986-04-14,,,Said,0173210620224,"Said Abdu","Said Abdu",,,,,,"Said Abdu","Said Abdu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18237118,"Jeff Ahl","Jeff Ahl","Jeff Ahl",,"Jeff Ahl",,,,,"Jeff Ahl",,"Jeff Ahl",,"Jeff Ahl","Jeff Ahl",male,politician,,,1987-02-13,,Ahl,Jeff,0599390849728,"Jeff Ahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18237283,"Lisbeth Sundén Andersson","Lisbeth Sundén Andersson","Lisbeth Sundén Andersson",,"Lisbeth Sundén Andersson",,,,,"Lisbeth Sundén Andersson",,"Lisbeth Sundén Andersson",,,"Lisbeth Sundén Andersson",female,politician,,,1950-07-13,,Andersson,Lisbeth,0778725756419,"Lisbeth Sundén Andersson",,,,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Lisbeth_Sunden_Andersson.jpg,,,,,,,,,,,,"Category:Lisbeth Sundén Andersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
