id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,identifier__Munzinger,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,original_wikiname,name__af,wikipedia__af,wikipedia__plwikiquote,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__GNC,identifier__publicwhip,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,name__yue,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,twitter,name__ta,wikipedia__ta,identifier__discogs,identifier__TWFY,identifier__bbc_democracy_live,identifier__Britannica,identifier__FAST,identifier__N6I,identifier__parliamentary_record,identifier__CSPAN,name__sh,wikipedia__sh,wikipedia__hiwikiquote,identifier__BNE,identifier__OLID,occupation,identifier__BBC_things,name__nrm,wikipedia__nrm,identifier__snac,noble_title,identifier__DoUB,wikipedia__sl,identifier__nobel_prize,identifier__MGP,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,name__fit,identifier__wikitree,wikipedia__enwikinews,identifier__guardian_topic,identifier__PACE,wikipedia__cawikiquote,wikipedia__bgwikiquote,identifier__nlg,facebook
Q16731829,"Paul Maguire","Paul Maguire",,male,,,,,,Paul,,,,,,,,,,,,,,,,,,,,,,,"Paul Maguire",,,,,,,,,"Paul Maguire",,,,,,,,,,,,,,,"Paul Maguire (judge)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16750240,"Paddy Duffy","Paddy Duffy",,male,,,,1934,,Paddy,,,,,,1996,,,,,,,,,,,,,,,,,"Paddy Duffy",,,,"Paddy Duffy",,,,,"Paddy Duffy",,,"Paddy Duffy",,,,,,,,,,,,"Paddy Duffy (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"パトリック・ダフィ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1680843,"James Molyneaux, Baron Molyneaux of Killead","James Molyneaux, Baron Molyneaux of Killead",,male,294019797,,n91029340,1920-08-27,/m/025k5b,James,,,,,,2015-03-09,,,,,,,,,,,,,,,"James Molyneaux",,"James Molyneaux",,"James Molyneaux, Baron Molyneaux of Killead",,"James Molyneaux, Baron Molyneaux of Killead",,,,"James Molyneaux, Baron Molyneaux of Killead","James Molyneaux, Baron Molyneaux of Killead",,,"James Molyneaux, Baron Molyneaux of Killead",,,,,,,,,,,"James Molyneaux, Baron Molyneaux of Killead","James Molyneaux, Baron Molyneaux of Killead",,,,,,,,,,,,"James Molyneaux",,"James Molyneaux, Baron Molyneaux of Killead",,,,mr-james-molyneaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-molyneaux-of-killead/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/James-Molyneaux,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16841976,"Sheena Conn","Sheena Conn",,female,,,,,,Sheena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheena Conn",,,"Sheena Conn",,,,,,,,,,,,,,,"Sheena Conn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16864053,"Tom Daly","Tom Daly",,male,,,,1938-06,,Tom,,,,,,,,,,,,,,,,,,,,,,,"Tom Daly","Том Дэйли",,,"Tom Daly",,,,,"Tom Daly",,,"Tom Daly",,,,,,,,,,,,"Tom Daly (Irish politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17014182,"Duncan Pollock","Duncan Pollock",,male,,,,1929-03,,Thomas,,,,,,,,,,,,,,,,,,,,,,,"Thomas Duncan Pollock",,,,"Duncan Pollock",,,,,"Thomas Duncan Pollock",,,"Duncan Pollock",,,,,,,,,,,,"Duncan Pollock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17017215,"Jim Speers","Jim Speers",,male,,,,,,Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Speers",,,,,,,,,,,,,,,"Jim Speers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17017367,"Claire Sugden","Claire Sugden",https://upload.wikimedia.org/wikipedia/commons/d/d1/Clairesugden.jpeg,female,,,,1986-08-07,,Claire,,,,,,,,,,,,,,,,,,,,,,,"Claire Sugden",,,,"Claire Sugden",,"Claire Sugden",,,"Claire Sugden",,,"Claire Sugden",,,,,,,,,,,,"Claire Sugden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17305748,"Michael Canavan","Michael Canavan",,male,,,,1924-10,,Michael,,,,,,,,,,,,,,,,,,,,,,,"Michael Canavan","Майкл Кэнаван",,,,,,,,"Michael Canavan",,,"Michael Canavan",,,,,,,,,,,,"Michael Canavan (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17306178,"Aidan Larkin","Aidan Larkin",,male,,,,1946,,Aidan,,,,,,,,,,,,,,,,,,,,,,,"Aidan Larkin",,,,"Aidan Larkin",,,,,"Aidan Larkin",,,"Aidan Larkin",,,,,,,,,,,,"Aidan Larkin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17306227,"Nichola Mallon","Nichola Mallon",https://upload.wikimedia.org/wikipedia/commons/6/6b/Nichola_Mallon_-_SDLP_Lord_Mayor_of_Belfast.jpg,female,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,"Nichola Mallon",,,,,,"Nichola Mallon",,,"Nichola Mallon",,,"Nichola Mallon",,,,,,,,,,,,"Nichola Mallon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17308873,"Thomas Carson","Thomas Carson",,male,,,,1911,,Thomas,,,,,Carson,,,,,,,,,,,,,,,,,,"Thomas Carson",,,,"Thomas Carson",,,,,"Thomas Carson",,,"Thomas Carson",,,,,,,,,,,,"Thomas Carson (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1738633,"Ken Maginnis","Ken Maginnis",,male,65993254,,nb2006014319,1938-01-21,/m/02b01y,Ken,,,,,,,"0000 0000 3919 7323",,,,,,,,,,,,,,,,"Ken Maginnis",,"Ken Maginnis",,"Ken Maginnis",,,,,"Ken Maginnis, Baron Maginnis of Drumglass",,,"Ken Maginnis",,,,,,,,,,,"Ken Maginnis, Baron Maginnis of Drumglass","Ken Maginnis",,,,,,,,,,,,,,,,,,mr-ken-maginnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-maginnis-of-drumglass/648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17402483,"John O'Hagan","John O'Hagan",,male,,,,1936-03,,John,,,,,,,,,,,,,,,,,,,,,,,"John O'Hagan",,,,"John O'Hagan",,,,,"John O'Hagan",,,"John O'Hagan",,,,,,,,,,,,"John O'Hagan (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17479527,"Robert Campbell","Robert Campbell",,male,,,,,,Robert,,,,,,,,,,,,,,,,,,,,,,,"Robert Campbell","Роберт Кэмпбелл",,,,,,,,"Robert Campbell",,,,,,,,,,,,,,,"Robert Campbell (British politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18358115,"Maurice Devenney","Maurice Devenney",https://upload.wikimedia.org/wikipedia/commons/f/fc/Maurice_Devenney.jpg,male,,,,1959-01-01,,Maurice,,,,,,,,,,,,,,,,,,,,,,,"Maurice Devenney",,,,"Maurice Devenney",,,,,,,,,,,,,,,,,,,,"Maurice Devenney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1911383,"Maurice Morrow, Baron Morrow","Maurice Morrow, Baron Morrow",,male,,,,1948-09-27,,Maurice,,,,,,,,,,,,,,,,,,,,"莫羅男爵莫里斯·莫羅",,,"Maurice Morrow","Морис Морроу, барон Морроу","Maurice Morrow, Baron Morrow",,"Maurice Morrow, Baron Morrow",,,,,"Maurice Morrow, Baron Morrow",,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,"Maurice Morrow, Baron Morrow","Maurice Morrow, Baron Morrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-morrow/3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q192556,"David Trimble","David Trimble","https://upload.wikimedia.org/wikipedia/commons/0/0a/David_Trimble_at_Lisburn_Seed_Group_benefit,_Hillsborough_Castle,_Christmas_2007_crop.jpg",male,72939112,122611276,n88081332,1944-10-15,/m/01hbqv,David,,,,,,,"0000 0000 7866 1088",,094198187,,,,,,319402,195/000089925,,,,"戴维·特林布尔","David Trimble","David Trimble","David Trimble","Дэвид Тримбл","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble",,"David Trimble","David Trimble","David Trimble",,,"David Trimble","David Trimble","David Trimble","דייוויד טרימבל",,"David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","David Trimble","דייוויד טרימבל","David Trimble","David Trimble","David Trimble",,"David Trimble","David Trimble","Тримбл, Дэвид","David Trimble","David Trimble","戴维·特林布尔",00000021664,mr-david-trimble,"Дэвід Трымбл","David Trimble","David Trimble",,"دافيد تريمبل","David Trimble",,"Девід Трімбл","Дэйвід Трымбл","David Trimble","Дейвид Тримбъл","دیوید تریمبل",,,"데이비드 트림블",,"دافيد تريمبل",,"Дэйвід Трымбл","Дэвід Трымбл","Дейвид Тримбъл",,,,"David Trimble","David Trimble",,,"دیوید تریمبل","David Trimble","David Trimble","데이비드 트림블",,"David Trimble","David Trimble","Девід Трімбл",,,,,"Daibhidh Trimble","David Trimble","David Trimble","デヴィッド・トリンブル","ڈیوڈ ٹرمبل","David Trimble","داڤد ترمبلە","David Trimble","David Trimble","David Trimble","david trimble","ڈیوڈ ٹرمبل","David Trimble","Daibhidh Trimble","デヴィッド・トリンブル","David Trimble","ڈیوڈ ٹرمبل","David Trimble","David Trimble","ڈیوڈ ٹرمبل","David Trimble",lords/lord-trimble/658,,,"大衛·特林布林",,"大卫·特林布尔",,,,,,,,,,,,"Ντέιβιντ Τριμπλ",,,,"David Trimble",,,"Ντέιβιντ Τριμπλ",,,,"David Trimble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/David-Trimble,233628,,,davidtrmble,,,,,,politician,,,,,,,"David Trimble",peace/laureates/1998/trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q193630,"John Hume","John Hume",https://upload.wikimedia.org/wikipedia/commons/5/5c/John_Hume_2008.jpg,male,30346937,119444666,n85127099,1937-01-18,/m/015rlt,John,,,,1408,,,"0000 0000 7859 8701",140037758,028944488,,151582467,,,,319395,197/000089927,,111580,,"約翰·休姆","John Hume","John Hume","John Hume","Джон Хьюм","John Hume","John Hume","John Hume","John Hume","John Hume","Ioannes Hume","John Hume","John Hume",,"John Hume","John Hume","John Hume",,,"John Hume","John Hume",,"ג'ון יום",,"John Hume","John Hume","John Hume","John Hume","John Hume","John Hume","John Hume","John Hume","John Hume","ג'ון יום",,"John Hume","Ioannes Hume",,"John Hume","John Hume","Хьюм, Джон",,"John Hume","約翰·休姆",00000020903,mr-john-hume,"Джон Х'юм",,"John Hume",,"جون هيوم","John Hume",,"Джон Г'юм","Джон Г’юм","John Hume","Джон Хюм","جان هیوم",,,"존 흄",,"جون هيوم",,"Джон Г’юм","Джон Х'юм","Джон Хюм",,,,"John Hume","John Hume",,,"جان هیوم",,"John Hume","존 흄",,"John Hume","John Hume","Джон Г'юм",,,,,,"John Hume","John Hume","ジョン・ヒューム","جان ہیوم",,"ژۆهن حومە","John Hume","John Hume","John Hume",,"جان ہیوم","John Hume",,"ジョン・ヒューム","John Hume","جان ہیوم",,"John Hume","جان ہیوم","John Hume",,"John Hume","约翰·休姆","約翰·休姆","約翰·休姆","约翰·休姆","约翰·休姆","約翰·休姆","John Hume","John Hume","जॉन ह्यूम","John Hume","John Hume","John Hume","जॉन ह्यूम","John Hume","John Hume","Τζων Χιουμ",,,,"John Hume",,,"Τζων Χιουμ",,,,"John Hume",,,,,,,,,,,,,,,,,,,"John Hume",,,,,,,,,,,,160708,,,,,,,,OL3285169A,politician,,,,w68h8f1b,,,"John Hume",peace/laureates/1998/hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20312324,"Adrian Cochrane-Watson","Adrian Cochrane-Watson",,male,,,,1967-02-18,,Adrian,,,,,,,,,,,,,,,,,,,,,,,"Adrian Cochrane-Watson",,,,"Adrian Cochrane-Watson",,,,,,,,"Adrian Cochrane-Watson",,,,,,,,,,,,"Adrian Cochrane-Watson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2042604,"Owen Carron","Owen Carron",,male,,,,1953-02-09,,Owen,,,,,,,,,,,,,,,,,,,,,,,"Owen Carron","Кэррон, Оуэн","Owen Carron",,"Owen Carron",,,,,"Owen Carron",,,"Owen Carron",,,,,,,,,,,"Owen Carron","Owen Carron",,,,,,,,,,,,,"Кэррон, Оуэн",,,,,mr-owen-carron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"歐文·卡龍",,"欧文·卡龙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20631177,"Claire Hanna","Claire Hanna",https://upload.wikimedia.org/wikipedia/commons/f/f6/Claire_Hanna.JPG,female,,,,1980-06-19,,Claire,,,,,,,,,,,,,,,,,,,,,,,"Claire Hanna",,,,"Claire Hanna",,,,,,,,"Claire Hanna",,,,,,,,,,,,"Claire Hanna (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20675966,"Doug Beattie","Doug Beattie",,male,,,,1965-10-13,,Doug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doug Beattie, British Army Officer",,,,,,,,,,,,"Doug Beattie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20713559,"Neil Somerville","Neil Somerville",,male,,,,1973-05-15,,Neil,,,,,,,,,,,,,,,,,,,,,,,"Neil Somerville",,,,"Neil Somerville",,,,,,,,"Neil Somerville",,,,,,,,,,,,"Neil Somerville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20966622,"Gordon Lyons","Gordon Lyons",,male,,,,1986-03-06,,Gordon,,,,,,,,,,,,,,,,,,,,,,,"Gordon Lyons",,,,"Gordon Lyons",,,,,,,,"Gordon Lyons",,,,,,,,,,,,"Gordon Lyons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20979148,"Andy Allen","Andy Allen",,male,,,,1988-11-02,,Andy,,,,,,,,,,,,,,,,,,,,,,,"Andy Allen",,,,"Andy Allen",,,,,,,,"Andy Allen",,,,,,,,,,,,"Andy Allen (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20979152,"Gerry Carroll","Gerry Carroll",,male,,,,1987-04-27,,Gerry,,,,,,,,,,,,,,,,,,,,,,,"Gerry Carroll",,,,"Gerry Carroll",,,,,"Gerry Carroll",,,"Gerry Carroll",,,,,,,,,,,"Gerry Carroll","Gerry Carroll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21130106,"Gary Middleton","Gary Middleton","https://upload.wikimedia.org/wikipedia/commons/c/cc/Gary_Middleton,_DUP.jpg",male,,,,1990-06-20,,Gary,,,,,,,,,,,,,,,,,,,,,,,"Gary Middleton",,,,"Gary Middleton",,,,,,,,"Gary Middleton",,,,,,,,,,,,"Gary Middleton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21234823,"Emma Pengelly","Emma Pengelly",,female,,,,1980-01-01,,Emma,,,,,,,,,,,,,,,,,,,,,,,"Emma Pengelly",,,,"Emma Pengelly",,,,,,,,"Emma Pengelly",,,,,,,,,,,,"Emma Little Pengelly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2134210,"Raymond McCartney","Raymond McCartney",https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male,,,,1954-11-29,,Raymond,,,,,,,,,,,,,,,,,,,,,,,"Raymond McCartney",,"Raymond McCartney",,"Raymond McCartney",,,,,"Raymond McCartney",,,"Raymond McCartney",,,,,,,,,,,"Raymond McCartney","Raymond McCartney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
