id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q12009842,"Villum Christensen",,"Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen","Villum Christensen",,,"Villum Christensen",,"Villum Christensen",,,,"Villum Christensen",,,male,politician,,,1954-07-31,,Villum,http://www.ft.dk/folketinget/findmedlem/lavich.aspx,,,VillumC,"Villum Christensen",,,,villum.christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12300175,"Aage Brusgaard",,"Aage Brusgaard","Aage Brusgaard","Aage Brusgaard",,,,,,,,,,"Aage Brusgaard",,"Aage Brusgaard",,,,"Aage Brusgaard",,,male,,,,1947-02-05,,Aage,,,,,"Aage Brusgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12300184,"Aage Frandsen",,,"Aage Frandsen","Aage Frandsen",,,,,,,,,,"Aage Frandsen",,"Aage Frandsen",,,,,,,male,,75101683,,1941-12-12,,Aage,,,,,"Aage Frandsen","Aage Frandsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12300364,"Aase D. Madsen",,,"Aase D. Madsen","Aase D. Madsen",,,,,,,,,,"Aase D. Madsen",,"Aase D. Madsen",,,,,,,female,,,,1936-07-25,,Aase,,,,,"Aase D. Madsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aase D. Madsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12300936,"Alex Ahrendtsen",,"Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen","Alex Ahrendtsen",,,"Alex Ahrendtsen",,"Alex Ahrendtsen",,,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Alex_MG_2656landsmoede2007.jpg,male,politician,173429517,,1967-02-14,,Alex,http://www.aahr.dk/,,,,"Alex Ahrendtsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alex Ahrendtsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0001 2355 9040",,060652357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301449,"Anders Mølgaard Jensen",,,"Anders Mølgaard Jensen","Anders Mølgaard Jensen",,,,,,,,,,"Anders Mølgaard Jensen",,"Anders Mølgaard Jensen",,,,,,,male,,,,1958-08-09,,Anders,,,,,"Anders Mølgaard Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301450,"Anders Møller",,,"Anders Møller","Anders Møller",,,,,,,,,,"Anders Møller",,"Anders Møller (MF)",,,,,,,male,,,,1972-02-24,,Anders,,,,,"Anders Møller (MF)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301603,"Andreas Steenberg",,"Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg","Andreas Steenberg",,,"Andreas Steenberg",,"Andreas Steenberg",,,,,,,male,politician,,,1983-07-22,,Andreas,,,,a_steenberg,"Andreas Steenberg","Andreas Steenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301637,"Ane Halsboe-Jørgensen",,"Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen","Ane Halsboe-Jørgensen",,,"Ane Halsboe-Jørgensen",,"Ane Halsboe-Jørgensen",,,,,,,female,politician,,,1983-05-04,,Ane,,,,AneHalsboe,"Ane Halsboe-Larsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301684,"Anita Christensen",,,"Anita Christensen","Anita Christensen","Anita Christensen",,,,,,,,,"Anita Christensen",,"Anita Christensen (politiker)",,,,,,,female,,,,1973-03-31,,Anita,,,,,"Anita Christensen (politiker)",,,,,,,,"Anita Christensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301687,"Anita Knakkergaard",,,"Anita Knakkergaard","Anita Knakkergaard",,,,,,,,,,"Anita Knakkergaard","Category:Anita Knakkergaard","Anita Knakkergaard",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/48/Anita_Knakkergaard_(DF)_medlema_av_Nordiska_radets_danska_delegation.jpg,female,,,,1947-09-04,,Anita,,,,,"Anita Knakkergaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301735,"Anna-Marie Hansen",,,"Anna-Marie Hansen","Anna-Marie Hansen","Anna-Marie Hansen",,,,,,,,,"Anna-Marie Hansen",,"Anna-Marie Hansen",,,,,,,female,,,,1943-06-23,,,,,,,"Anna-Marie Hansen","Anna-Marie Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301800,"Anne-Marie Meldgaard",,,"Anne-Marie Meldgaard","Anne-Marie Meldgaard",,,,,,,,,,"Anne-Marie Meldgaard",,"Anne-Marie Meldgaard",,,,,,,female,,,,1948-06-28,,Anne-Marie,,,,,"Anne-Marie Meldgaard","Anne-Marie Meldgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301807,"Anne-Mette Winther Christiansen",,,"Anne-Mette Winther Christiansen","Anne-Mette Winther Christiansen",,,,,,,,,,"Anne-Mette Winther Christiansen",,"Anne-Mette Winther Christiansen",,,,,,,female,,,,1966-01-22,,,,,,,"Anne Mette Winther Christiansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301821,"Anne Grete Holmsgaard",,"Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard","Anne Grete Holmsgaard",,,,"Anne Grete Holmsgaard",,"Anne Grete Holmsgaard",,,,,,,female,,,,1948-08-11,,Anne,,,,GHolmsgaard,"Anne Grete Holmsgaard","Anne Grete Holmsgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301843,"Anne Marie Geisler Andersen",,,"Anne Marie Geisler Andersen","Anne Marie Geisler Andersen",,,,,,,,,,"Anne Marie Geisler Andersen",,"Anne Marie Geisler Andersen",,,,,,,female,,,,1981-04-15,,Anne,,,,,"Anne Marie Geisler Andersen","Anne Marie Geisler Andersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301892,"Annette Lind",,,"Annette Lind","Annette Lind",,,,,,,,,,"Annette Lind",,"Annette Lind",,,,,,,female,,,,1969-06-02,,Annette,,,,,"Annette Lind","Annette Lind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301898,"Anni Matthiesen",,,"Anni Matthiesen","Anni Matthiesen",,,,,,,,,,"Anni Matthiesen",,"Anni Matthiesen",,,,,,,female,,,,1964-02-08,,Anni,,,,,"Anni Matthiesen","Anni Matthiesen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301900,"Anni Svanholt",,,"Anni Svanholt","Anni Svanholt",,,,,,,"Anni Svanholt",,,"Anni Svanholt",,"Anni Svanholt",,,,,,,female,politician,,,1947-08-14,,Anni,,,,,"Anni Svanholt","Anni Svanholt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12301902,"Annie Lunde Hansen",,,"Annie Lunde Hansen","Annie Lunde Hansen",,,,,,,,,,"Annie Lunde Hansen",,"Annie Lunde Hansen",,,,,,,female,,,,1936-03-21,,Annie,,,,,"Annie Lunde Hansen","Annie Lunde Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12302179,"Arne Toft",,,"Arne Toft","Arne Toft","Arne Toft",,,,,,"Arne Toft",,,"Arne Toft",,"Arne Toft",,,,,,,male,"association football player",,,1948-01-20,,Arne,,,,,"Arne Toft","Arne Toft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303134,"Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht",,,"Benny Engelbrecht",,"Benny Engelbrecht",,,"Benny Engelbrecht","Benny Engelbrecht","Benny Engelbrecht",https://upload.wikimedia.org/wikipedia/commons/6/66/Benny_Engelbrecht.jpg,male,politician,,,1970-08-04,,Benny,,,,BennyEngelbrech,"Benny Engelbrecht",,,,,,,,,,"豐樂院",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"班尼·恩格爾佈雷希特",,"班尼·恩格爾布雷希特",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303152,"Bent Bøgsted",,,"Bent Bøgsted","Bent Bøgsted",,,,,,,,,,"Bent Bøgsted",,"Bent Bøgsted",,,,,,,male,,,,1956-01-04,,Bent,,,,,"Bent Bøgsted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303522,"Birgitte Josefsen",,,"Birgitte Josefsen","Birgitte Josefsen",,,,,,,,,,"Birgitte Josefsen","Category:Birgitte Josefsen","Birgitte Josefsen",,,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Birgitte_Josefsen.jpg,female,,,,,,Birgitte,,,,,"Birgitte Josefsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303586,"Birthe Skaarup",,"Birthe Skaarup","Birthe Skaarup","Birthe Skaarup",,,,,,,,,,"Birthe Skaarup",,"Birthe Skaarup",,,,"Birthe Skaarup",,,female,,,,1939-04-12,,,,,,,"Birthe Skaarup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303652,"Bjarne Laustsen",,"Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen","Bjarne Laustsen",,,"Bjarne Laustsen",,"Bjarne Laustsen",,,,,,,male,politician,,,1953-12-09,,Bjarne,http://socialdemokraterne.dk/bjarnelaustsen,,,,"Bjarne Laustsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12303969,"Bodil Thrane",,,"Bodil Thrane","Bodil Thrane",,,,,,,,,,"Bodil Thrane",,"Bodil Thrane",,,,,,,female,,,,1943-09-13,,Bodil,,,,,"Bodil Thrane","Bodil Thrane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12304459,"Bruno Jerup",,"Bruno Jerup","Bruno Jerup","Bruno Jerup",,,,,,,,,,"Bruno Jerup",,"Bruno Jerup",,,,"Bruno Jerup",,,male,,,,1957-09-29,,Bruno,,,,,"Bruno Jerup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12304824,"Børge Bakholt",,,"Børge Bakholt","Børge Bakholt",,,,,,,,,,"Børge Bakholt",,"Børge Bakholt",,,,,,,male,,,,1935-07-20,,"Børge",,,,,"Børge Bakholt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12305063,"Camilla Hersom",,"Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom","Camilla Hersom",,,"Camilla Hersom",,"Camilla Hersom",,,,,,,female,politician,,,1971-07-11,,Camilla,http://camillahersom.dk/,,,CamillaHersom,"Camilla Hersom","Camilla Hersom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12305464,"Carsten Bo Jensen",,,"Carsten Bo Jensen","Carsten Bo Jensen",,,,,,,,,,"Carsten Bo Jensen",,"Carsten Bo Jensen",,,,,,,male,,,,1958-08-05,,Carsten,,,,,"Carsten Bo Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12305484,"Carsten Koch",,,"Carsten Koch","Carsten Koch","Carsten Koch",,,,,,"Carsten Koch","Carsten Koch",,"Carsten Koch",,"Carsten Koch","Carsten Koch",,"Carsten Koch",,,,male,economist,207063297,170834832,1945-04-27,,Carsten,,,,,"Carsten Koch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
